,managed_money_long,managed_money_short,managed_money_net,producer_long,producer_short,producer_net,swap_dealers_net,other_reportables_net
2011-11-22,146180.0,8498.0,137682.0,98776.0,263309.0,-164533.0,-27880.0,23288.0
2011-11-29,141009.0,7215.0,133794.0,88104.0,256033.0,-167929.0,-25616.0,20999.0
2011-12-06,146486.0,8794.0,137692.0,78704.0,256384.0,-177680.0,-23820.0,22019.0
2011-12-13,137811.0,10674.0,127137.0,83774.0,255642.0,-171868.0,-14349.0,23366.0
2011-12-20,124617.0,13147.0,111470.0,85338.0,242705.0,-157367.0,-7187.0,22466.0
2011-12-27,120594.0,14551.0,106043.0,86324.0,241508.0,-155184.0,-8748.0,24745.0
2012-01-03,121961.0,17399.0,104562.0,86576.0,238940.0,-152364.0,-9479.0,26409.0
2012-01-10,118994.0,15014.0,103980.0,88406.0,239346.0,-150940.0,-15634.0,28780.0
2012-01-17,120582.0,11927.0,108655.0,89853.0,255762.0,-165909.0,-7067.0,27374.0
2012-01-24,127512.0,10356.0,117156.0,85155.0,256803.0,-171648.0,-8120.0,25067.0
2012-01-31,149921.0,5973.0,143948.0,83849.0,264347.0,-180498.0,-29364.0,27411.0
2012-02-07,161575.0,5966.0,155609.0,79733.0,268892.0,-189159.0,-31913.0,21898.0
2012-02-14,156994.0,8005.0,148989.0,79725.0,260523.0,-180798.0,-28610.0,18431.0
2012-02-21,169144.0,8850.0,160294.0,79452.0,272935.0,-193483.0,-35819.0,20667.0
2012-02-28,184843.0,7700.0,177143.0,78899.0,280680.0,-201781.0,-43570.0,16077.0
2012-03-06,153286.0,11445.0,141841.0,81877.0,250981.0,-169104.0,-31104.0,21424.0
2012-03-13,146286.0,12668.0,133618.0,81152.0,247753.0,-166601.0,-25087.0,17288.0
2012-03-20,129938.0,16840.0,113098.0,85230.0,236802.0,-151572.0,-14566.0,18365.0
2012-03-27,136546.0,12463.0,124083.0,76535.0,235618.0,-159083.0,-25993.0,23738.0
2012-04-03,126887.0,13847.0,113040.0,79367.0,229690.0,-150323.0,-27141.0,28725.0
2012-04-10,119710.0,15480.0,104230.0,78673.0,221202.0,-142529.0,-28520.0,32423.0
2012-04-17,117770.0,10194.0,107576.0,75591.0,224882.0,-149291.0,-26800.0,34429.0
2012-04-24,115706.0,12356.0,103350.0,78916.0,219917.0,-141001.0,-26236.0,31644.0
2012-05-01,119865.0,9809.0,110056.0,79198.0,228645.0,-149447.0,-28556.0,30337.0
2012-05-08,113307.0,22935.0,90372.0,82697.0,216394.0,-133697.0,-17758.0,32931.0
2012-05-15,112920.0,32822.0,80098.0,81982.0,212571.0,-130589.0,-8328.0,34044.0
2012-05-22,113453.0,38808.0,74645.0,93201.0,228881.0,-135680.0,82.0,40506.0
2012-05-29,113383.0,40857.0,72526.0,89263.0,217183.0,-127920.0,-2789.0,38186.0
2012-06-05,124211.0,35621.0,88590.0,75259.0,217097.0,-141838.0,-14284.0,40274.0
2012-06-12,120365.0,32492.0,87873.0,75355.0,214547.0,-139192.0,-19598.0,44442.0
2012-06-19,121411.0,28260.0,93151.0,77449.0,229915.0,-152466.0,-11225.0,43253.0
2012-06-26,110884.0,33389.0,77495.0,79372.0,223244.0,-143872.0,-288.0,45124.0
2012-07-03,125464.0,29245.0,96219.0,80343.0,236464.0,-156121.0,-10516.0,40996.0
2012-07-10,115071.0,34784.0,80287.0,80672.0,234237.0,-153565.0,799.0,45948.0
2012-07-17,109800.0,28444.0,81356.0,79877.0,238078.0,-158201.0,-618.0,47603.0
2012-07-24,92963.0,33154.0,59809.0,82393.0,220064.0,-137671.0,1426.0,53168.0
2012-07-31,105196.0,24339.0,80857.0,79471.0,227217.0,-147746.0,-8266.0,45207.0
2012-08-07,96887.0,27177.0,69710.0,77035.0,211868.0,-134833.0,-11585.0,45790.0
2012-08-14,95478.0,28822.0,66656.0,74399.0,206767.0,-132368.0,-11572.0,47648.0
2012-08-21,111063.0,19478.0,91585.0,72285.0,215517.0,-143232.0,-27990.0,39099.0
2012-08-28,127743.0,14577.0,113166.0,73133.0,233502.0,-160369.0,-43255.0,45325.0
2012-09-04,136347.0,13420.0,122927.0,71947.0,250540.0,-178593.0,-40793.0,47537.0
2012-09-11,147696.0,10083.0,137613.0,72737.0,266203.0,-193466.0,-43625.0,44403.0
2012-09-18,155972.0,11670.0,144302.0,44354.0,236273.0,-191919.0,-57714.0,46813.0
2012-09-25,167404.0,9176.0,158228.0,44057.0,256629.0,-212572.0,-49783.0,45668.0
2012-10-02,171822.0,8832.0,162990.0,42029.0,258285.0,-216256.0,-53014.0,45336.0
2012-10-09,177644.0,10171.0,167473.0,41908.0,258562.0,-216654.0,-50334.0,44476.0
2012-10-16,169829.0,11245.0,158584.0,39443.0,238865.0,-199422.0,-47961.0,35436.0
2012-10-23,159412.0,12776.0,146636.0,40928.0,232022.0,-191094.0,-41571.0,35407.0
2012-10-30,149389.0,13961.0,135428.0,41732.0,226728.0,-184996.0,-37768.0,34794.0
2012-11-06,128668.0,13499.0,115169.0,44160.0,211709.0,-167549.0,-40193.0,45004.0
2012-11-13,137972.0,13042.0,124930.0,44875.0,227746.0,-182871.0,-41924.0,46664.0
2012-11-20,147339.0,11400.0,135939.0,44224.0,233033.0,-188809.0,-47255.0,44876.0
2012-11-27,159947.0,7640.0,152307.0,47394.0,244733.0,-197339.0,-61373.0,48100.0
2012-12-04,134304.0,15559.0,118745.0,48256.0,223187.0,-174931.0,-42665.0,46991.0
2012-12-11,134234.0,14579.0,119655.0,50170.0,212748.0,-162578.0,-52302.0,44044.0
2012-12-18,130786.0,22755.0,108031.0,50213.0,199985.0,-149772.0,-52362.0,49750.0
2012-12-25,128403.0,29509.0,98894.0,51885.0,188906.0,-137021.0,-50643.0,51202.0
2013-01-01,124967.0,27848.0,97119.0,50991.0,186493.0,-135502.0,-53157.0,51400.0
2013-01-08,117603.0,30254.0,87349.0,51806.0,187324.0,-135518.0,-42954.0,55459.0
2013-01-15,118437.0,27333.0,91104.0,52729.0,188070.0,-135341.0,-49772.0,54012.0
2013-01-22,121758.0,23861.0,97897.0,55162.0,195954.0,-140792.0,-55158.0,54000.0
2013-01-29,111076.0,34575.0,76501.0,62343.0,193626.0,-131283.0,-35814.0,50447.0
2013-02-05,113058.0,34510.0,78548.0,49831.0,184696.0,-134865.0,-39742.0,58917.0
2013-02-12,113939.0,47357.0,66582.0,54166.0,179008.0,-124842.0,-35811.0,60253.0
2013-02-19,109507.0,66697.0,42810.0,56079.0,160514.0,-104435.0,-27647.0,60841.0
2013-02-26,112888.0,62035.0,50853.0,50828.0,159967.0,-109139.0,-28481.0,65746.0
2013-03-05,108352.0,67182.0,41170.0,54198.0,153960.0,-99762.0,-34036.0,66417.0
2013-03-12,112966.0,68642.0,44324.0,55461.0,150703.0,-95242.0,-46879.0,70183.0
2013-03-19,121388.0,56609.0,64779.0,53473.0,152898.0,-99425.0,-62939.0,70831.0
2013-03-26,110766.0,54831.0,55935.0,58542.0,153528.0,-94986.0,-63487.0,76511.0
2013-04-02,110504.0,66308.0,44196.0,53548.0,136021.0,-82473.0,-60049.0,76010.0
2013-04-09,113423.0,63436.0,49987.0,53345.0,129907.0,-76562.0,-67240.0,69372.0
2013-04-16,122687.0,54025.0,68662.0,61088.0,134458.0,-73370.0,-68559.0,60220.0
2013-04-23,119662.0,66743.0,52919.0,68445.0,118507.0,-50062.0,-54326.0,51336.0
2013-04-30,116815.0,65224.0,51591.0,77240.0,120192.0,-42952.0,-52611.0,45461.0
2013-05-07,115705.0,67172.0,48533.0,83822.0,121285.0,-37463.0,-50256.0,40890.0
2013-05-14,112533.0,73149.0,39384.0,97264.0,124330.0,-27066.0,-57080.0,44342.0
2013-05-21,113088.0,76730.0,36358.0,95314.0,129648.0,-34334.0,-49788.0,43901.0
2013-05-28,114281.0,67244.0,47037.0,75989.0,113560.0,-37571.0,-21650.0,9842.0
2013-06-04,112259.0,58671.0,53588.0,67333.0,100463.0,-33130.0,-28522.0,7612.0
2013-06-11,116492.0,61174.0,55318.0,66809.0,96688.0,-29879.0,-28443.0,3687.0
2013-06-18,110415.0,71162.0,39253.0,69754.0,90094.0,-20340.0,-23775.0,4439.0
2013-06-25,107441.0,77152.0,30289.0,77991.0,97257.0,-19266.0,-15942.0,3863.0
2013-07-02,103011.0,81627.0,21384.0,87590.0,102780.0,-15190.0,-7586.0,-633.0
2013-07-09,105942.0,82060.0,23882.0,97549.0,112677.0,-15128.0,-3913.0,-7325.0
2013-07-16,106737.0,64896.0,41841.0,112727.0,126621.0,-13894.0,-10713.0,-18379.0
2013-07-23,111993.0,56639.0,55354.0,111059.0,125351.0,-14292.0,-20404.0,-21163.0
2013-07-30,108850.0,56821.0,52029.0,102399.0,106813.0,-4414.0,-21360.0,-23663.0
2013-08-06,105340.0,70596.0,34744.0,100446.0,104902.0,-4456.0,-49703.0,16891.0
2013-08-13,100561.0,62573.0,37988.0,97495.0,104789.0,-7294.0,-53580.0,15938.0
2013-08-20,104483.0,56067.0,48416.0,86423.0,98763.0,-12340.0,-55325.0,11980.0
2013-08-27,105531.0,35142.0,70389.0,81581.0,102111.0,-20530.0,-67108.0,7900.0
2013-09-03,107642.0,32242.0,75400.0,81562.0,106201.0,-24639.0,-67822.0,2791.0
2013-09-10,100358.0,35578.0,64780.0,84890.0,101758.0,-16868.0,-63356.0,3944.0
2013-09-17,96370.0,41590.0,54780.0,85522.0,96426.0,-10904.0,-54433.0,4016.0
2013-09-24,99035.0,35023.0,64012.0,83916.0,96807.0,-12891.0,-58636.0,3127.0
2013-10-01,97777.0,36394.0,61383.0,92044.0,101222.0,-9178.0,-68950.0,11664.0
2013-10-08,97919.0,26363.0,71556.0,88837.0,105698.0,-16861.0,-73555.0,10761.0
2013-10-15,97326.0,44536.0,52790.0,91615.0,103060.0,-11445.0,-53379.0,9143.0
2013-10-22,105074.0,38476.0,66598.0,89361.0,109995.0,-20634.0,-61514.0,10067.0
2013-10-29,109627.0,21224.0,88403.0,90404.0,116664.0,-26260.0,-80527.0,11833.0
2013-11-05,105007.0,26923.0,78084.0,87629.0,116465.0,-28836.0,-65064.0,13052.0
2013-11-12,100760.0,54653.0,46107.0,88916.0,109031.0,-20115.0,-45670.0,15245.0
2013-11-19,97331.0,62800.0,34531.0,85180.0,97592.0,-12412.0,-39103.0,13589.0
2013-11-26,93619.0,77658.0,15961.0,92112.0,86202.0,5910.0,-34146.0,10594.0
2013-12-03,93671.0,83730.0,9941.0,89853.0,77558.0,12295.0,-34594.0,12750.0
2013-12-10,94330.0,78527.0,15803.0,85670.0,75406.0,10264.0,-39226.0,10577.0
2013-12-17,93399.0,79637.0,13762.0,90760.0,79659.0,11101.0,-38200.0,12142.0
2013-12-24,93958.0,82765.0,11193.0,87970.0,76015.0,11955.0,-38473.0,16146.0
2013-12-31,96059.0,78334.0,17725.0,85708.0,80151.0,5557.0,-38578.0,14498.0
2014-01-07,98659.0,74421.0,24238.0,85519.0,82409.0,3110.0,-44994.0,14649.0
2014-01-14,104303.0,76033.0,28270.0,101424.0,95297.0,6127.0,-51382.0,15743.0
2014-01-21,104723.0,74506.0,30217.0,105533.0,99956.0,5577.0,-51668.0,16366.0
2014-01-28,109782.0,62544.0,47238.0,83687.0,96093.0,-12406.0,-52573.0,19103.0
2014-02-04,107407.0,63755.0,43652.0,84257.0,92687.0,-8430.0,-57352.0,21287.0
2014-02-11,116817.0,64731.0,52086.0,80473.0,89428.0,-8955.0,-63699.0,19115.0
2014-02-18,123273.0,54503.0,68770.0,72428.0,98901.0,-26473.0,-65278.0,15861.0
2014-02-25,127279.0,31023.0,96256.0,68140.0,104950.0,-36810.0,-79853.0,13208.0
2014-03-04,128351.0,27184.0,101167.0,66707.0,110079.0,-43372.0,-77777.0,13999.0
2014-03-11,127797.0,21766.0,106031.0,61001.0,106750.0,-45749.0,-79618.0,12859.0
2014-03-18,137216.0,16153.0,121063.0,61350.0,121662.0,-60312.0,-85622.0,15751.0
2014-03-25,125231.0,18218.0,107013.0,58922.0,86941.0,-28019.0,-99602.0,10304.0
2014-04-01,117969.0,26516.0,91453.0,54606.0,79339.0,-24733.0,-89296.0,8692.0
2014-04-08,109728.0,28201.0,81527.0,54960.0,78829.0,-23869.0,-77874.0,7072.0
2014-04-15,105454.0,32464.0,72990.0,58448.0,73033.0,-14585.0,-73020.0,6302.0
2014-04-22,105681.0,28575.0,77106.0,59447.0,74937.0,-15490.0,-75036.0,4727.0
2014-04-29,106919.0,29512.0,77407.0,61248.0,77932.0,-16684.0,-80487.0,7820.0
2014-05-06,119385.0,28746.0,90639.0,64437.0,83172.0,-18735.0,-91736.0,7317.0
2014-05-13,114561.0,32107.0,82454.0,63958.0,89873.0,-25915.0,-76406.0,9180.0
2014-05-20,112385.0,31232.0,81153.0,60814.0,86888.0,-26074.0,-79936.0,15338.0
2014-05-27,111146.0,53577.0,57569.0,50019.0,64916.0,-14897.0,-63741.0,15822.0
2014-06-03,111245.0,73063.0,38182.0,48855.0,63220.0,-14365.0,-49079.0,20969.0
2014-06-10,111795.0,73741.0,38054.0,45471.0,59335.0,-13864.0,-49286.0,23073.0
2014-06-17,113624.0,60065.0,53559.0,45840.0,63426.0,-17586.0,-60739.0,24736.0
2014-06-24,134571.0,34641.0,99930.0,43455.0,81598.0,-38143.0,-93464.0,20929.0
2014-07-01,149227.0,23273.0,125954.0,38911.0,91232.0,-52321.0,-108134.0,20071.0
2014-07-08,154719.0,20943.0,133776.0,35090.0,92825.0,-57735.0,-108268.0,16245.0
2014-07-15,149260.0,27173.0,122087.0,36257.0,91384.0,-55127.0,-101779.0,20371.0
2014-07-22,148121.0,22395.0,125726.0,35624.0,92941.0,-57317.0,-102874.0,20420.0
2014-07-29,135724.0,27094.0,108630.0,34871.0,90450.0,-55579.0,-93353.0,30523.0
2014-08-05,123819.0,33140.0,90679.0,31968.0,79502.0,-47534.0,-84108.0,30784.0
2014-08-12,138357.0,21930.0,116427.0,30213.0,85589.0,-55376.0,-105311.0,31254.0
2014-08-19,128398.0,25193.0,103205.0,30797.0,84900.0,-54103.0,-93559.0,34771.0
2014-08-26,118012.0,36830.0,81182.0,31479.0,73638.0,-42159.0,-81389.0,31987.0
2014-09-02,116120.0,53202.0,62918.0,32793.0,71204.0,-38411.0,-65296.0,33961.0
2014-09-09,118708.0,58501.0,60207.0,37265.0,76014.0,-38749.0,-59206.0,34934.0
2014-09-16,113659.0,73364.0,40295.0,37158.0,70141.0,-32983.0,-43260.0,31892.0
2014-09-23,110427.0,80297.0,30130.0,38784.0,69623.0,-30839.0,-33480.0,33754.0
2014-09-30,111264.0,80341.0,30923.0,37100.0,68903.0,-31803.0,-28926.0,33947.0
2014-10-07,110064.0,80201.0,29863.0,39274.0,70192.0,-30918.0,-32489.0,36584.0
2014-10-14,123582.0,81386.0,42196.0,42111.0,74570.0,-32459.0,-46364.0,43219.0
2014-10-21,132835.0,70347.0,62488.0,39585.0,84500.0,-44915.0,-59983.0,45496.0
2014-10-28,128420.0,68353.0,60067.0,38273.0,88088.0,-49815.0,-49049.0,40672.0
2014-11-04,113324.0,74519.0,38805.0,39318.0,77108.0,-37790.0,-17517.0,24420.0
2014-11-11,110478.0,79863.0,30615.0,49129.0,86992.0,-37863.0,-12161.0,25428.0
2014-11-18,119566.0,71166.0,48400.0,56408.0,96660.0,-40252.0,-30745.0,33022.0
2014-11-25,113999.0,59549.0,54450.0,36606.0,73368.0,-36762.0,-31723.0,21757.0
2014-12-02,117804.0,49170.0,68634.0,30598.0,75927.0,-45329.0,-44079.0,20696.0
2014-12-09,130648.0,39985.0,90663.0,33262.0,88237.0,-54975.0,-61626.0,24199.0
2014-12-16,127571.0,35746.0,91825.0,34330.0,93684.0,-59354.0,-55737.0,26583.0
2014-12-23,123087.0,40890.0,82197.0,31936.0,82559.0,-50623.0,-54602.0,28713.0
2014-12-30,124928.0,37878.0,87050.0,28690.0,82890.0,-54200.0,-58934.0,28787.0
2015-01-06,128325.0,34129.0,94196.0,32669.0,92020.0,-59351.0,-63321.0,27982.0
2015-01-13,132173.0,30232.0,101941.0,34607.0,99314.0,-64707.0,-72969.0,28285.0
2015-01-20,155602.0,26261.0,129341.0,29306.0,114948.0,-85642.0,-92168.0,33114.0
2015-01-27,173110.0,19873.0,153237.0,24610.0,121126.0,-96516.0,-109644.0,35688.0
2015-02-03,167310.0,18984.0,148326.0,27037.0,117623.0,-90586.0,-112687.0,36689.0
2015-02-10,140835.0,21298.0,119537.0,23007.0,101513.0,-78506.0,-92085.0,35737.0
2015-02-17,128595.0,32903.0,95692.0,22366.0,96511.0,-74145.0,-69490.0,36042.0
2015-02-24,124595.0,35108.0,89487.0,24350.0,95758.0,-71408.0,-64286.0,36684.0
2015-03-03,115279.0,42320.0,72959.0,23666.0,89987.0,-66321.0,-57066.0,42861.0
2015-03-10,107032.0,58359.0,48673.0,26168.0,78115.0,-51947.0,-37395.0,33219.0
2015-03-17,97847.0,78623.0,19224.0,30755.0,74063.0,-43308.0,-13182.0,33869.0
2015-03-24,98784.0,87349.0,11435.0,27523.0,72822.0,-45299.0,-7626.0,42846.0
2015-03-31,103808.0,67752.0,36056.0,25366.0,75694.0,-50328.0,-30787.0,43963.0
2015-04-07,112747.0,57072.0,55675.0,24724.0,85642.0,-60918.0,-47371.0,45082.0
2015-04-14,110439.0,62390.0,48049.0,23642.0,83946.0,-60304.0,-43289.0,50348.0
2015-04-21,108259.0,60134.0,48125.0,21523.0,75074.0,-53551.0,-51455.0,53120.0
2015-04-28,114952.0,64369.0,50583.0,18237.0,71952.0,-53715.0,-53157.0,50674.0
2015-05-05,98957.0,76100.0,22857.0,20250.0,60415.0,-40165.0,-33997.0,49583.0
2015-05-12,104207.0,76488.0,27719.0,20691.0,64014.0,-43323.0,-34179.0,49721.0
2015-05-19,132306.0,53689.0,78617.0,17951.0,94860.0,-76909.0,-55425.0,44004.0
2015-05-26,125069.0,58825.0,66244.0,17429.0,91862.0,-74433.0,-35287.0,38450.0
2015-06-02,125229.0,63482.0,61747.0,16934.0,90560.0,-73626.0,-34524.0,42663.0
2015-06-09,121125.0,83486.0,37639.0,18488.0,79791.0,-61303.0,-17286.0,37451.0
2015-06-16,124527.0,89529.0,34998.0,16454.0,75845.0,-59391.0,-17246.0,40725.0
2015-06-23,124843.0,84927.0,39916.0,15949.0,91484.0,-75535.0,-25353.0,55198.0
2015-06-30,115188.0,99565.0,15623.0,16748.0,81821.0,-65073.0,-9696.0,51532.0
2015-07-07,111482.0,109383.0,2099.0,18678.0,72089.0,-53411.0,822.0,48349.0
2015-07-14,108413.0,109536.0,-1123.0,22205.0,74248.0,-52043.0,3574.0,48947.0
2015-07-21,106297.0,119853.0,-13556.0,26690.0,66493.0,-39803.0,18219.0,41835.0
2015-07-28,106284.0,120917.0,-14633.0,22082.0,58546.0,-36464.0,21198.0,39098.0
2015-08-04,103573.0,114860.0,-11287.0,20798.0,60201.0,-39403.0,24583.0,41187.0
2015-08-11,108507.0,113937.0,-5430.0,18426.0,62110.0,-43684.0,19226.0,37872.0
2015-08-18,112075.0,104158.0,7917.0,17508.0,63587.0,-46079.0,16131.0,33742.0
2015-08-25,119456.0,78842.0,40614.0,14467.0,80360.0,-65893.0,3257.0,30119.0
2015-09-01,112641.0,72044.0,40597.0,12944.0,80229.0,-67285.0,-1803.0,32088.0
2015-09-08,112684.0,85859.0,26825.0,20513.0,77612.0,-57099.0,1120.0,32468.0
2015-09-15,104300.0,95493.0,8807.0,17304.0,60606.0,-43302.0,10323.0,30740.0
2015-09-22,107531.0,86702.0,20829.0,19677.0,75195.0,-55518.0,-1710.0,40296.0
2015-09-29,112633.0,72069.0,40564.0,25515.0,87605.0,-62090.0,-11053.0,36081.0
2015-10-06,115414.0,69576.0,45838.0,25741.0,92163.0,-66422.0,-22047.0,40981.0
2015-10-13,128350.0,51137.0,77213.0,24080.0,103595.0,-79515.0,-38979.0,39946.0
2015-10-20,156199.0,39855.0,116344.0,24068.0,125536.0,-101468.0,-61832.0,34957.0
2015-10-27,147660.0,33568.0,114092.0,24021.0,126967.0,-102946.0,-62902.0,43342.0
2015-11-03,116702.0,49495.0,67207.0,26094.0,115320.0,-89226.0,-35762.0,49135.0
2015-11-10,91880.0,75011.0,16869.0,25898.0,90778.0,-64880.0,-7014.0,51520.0
2015-11-17,90510.0,104433.0,-13923.0,25079.0,75078.0,-49999.0,21526.0,48322.0
2015-11-24,91059.0,107723.0,-16664.0,25625.0,67103.0,-41478.0,29495.0,32966.0
2015-12-01,89982.0,110548.0,-20566.0,27538.0,59821.0,-32283.0,29372.0,30316.0
2015-12-08,92488.0,109910.0,-17422.0,25951.0,62512.0,-36561.0,22564.0,37045.0
2015-12-15,83617.0,110836.0,-27219.0,20596.0,61412.0,-40816.0,32550.0,40875.0
2015-12-22,79979.0,100041.0,-20062.0,19453.0,73397.0,-53944.0,31693.0,46489.0
2015-12-29,76071.0,103272.0,-27201.0,23044.0,67018.0,-43974.0,28639.0,46303.0
2016-01-05,79732.0,95659.0,-15927.0,22948.0,67800.0,-44852.0,25577.0,42487.0
2016-01-12,82908.0,82816.0,92.0,23309.0,75124.0,-51815.0,8230.0,44626.0
